     Refresh     ,Last Update : 2024-08-31 23:39:24,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,
Time Series (Company),,,,,,,,,,,,,,,
Frequency,D,Ascending,0,,,,,,,,,,,,
Period(From),20160303,Korean,0,,,,,,,,,,,,
Period(To),20240830,,0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Code,A069500,A232080,A143850,A195930,A238720,A192090,A148070,A136340,A182490,A132030,A130680,A114800,A138230,A139660,A130730
Name,KODEX 200,TIGER 코스닥150,TIGER 미국S&P500선물(H),TIGER 유로스탁스50(합성 H),ACE 일본Nikkei225(H),TIGER 차이나CSI300,KOSEF 국고채10년,RISE 중기우량회사채,TIGER 단기선진하이일드(합성 H),KODEX 골드선물(H),TIGER 원유선물Enhanced(H),KODEX 인버스,KOSEF 미국달러선물,KOSEF 미국달러선물인버스,KOSEF 단기자금
Item Code,S100100,S100100,S100100,S100100,S100100,S100100,S100100,S100100,S100100,S100100,S100100,S100100,S100100,S100100,S100100
Unit,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares
Base Date,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
D A T E,종가,종가,종가,종가,종가,종가,종가,종가,종가,종가,종가,종가,종가,종가,종가
2018-01-23,"33,425","16,565","33,705","12,080","15,300","9,755","114,515","101,675","11,160","9,995","4,655","5,870","10,920","11,635","100,770"
2018-01-24,"33,480","16,525","33,690","12,080","15,185","9,750","114,735","101,670","11,180","10,005","4,690","5,870","10,910","11,655","100,775"
2018-01-25,"33,740","16,510","33,700","11,980","15,020","9,775","114,560","101,670","11,210","10,215","4,810","5,820","10,810","11,760","100,795"
2018-01-26,"33,875","16,770","33,755","11,970","14,990","9,815","114,635","101,645","11,200","10,115","4,745","5,800","10,860","11,695","100,795"
2018-01-29,"34,105","17,120","34,080","12,000","14,970","9,640","113,900","101,515","11,210","10,070","4,810","5,750","10,880","11,685","100,795"
2018-01-30,"33,680","17,000","33,700","11,865","14,780","9,575","113,550","101,480","11,170","9,970","4,715","5,825","10,960","11,600","100,790"
2018-01-31,"33,705","16,775","33,545","11,855","14,635","9,550","113,530","101,545","11,160","10,035","4,640","5,820","10,905","11,655","100,795"
2018-02-01,"33,715","16,440","33,630","11,905","14,895","9,520","113,640","101,625","11,150","10,010","4,710","5,825","10,945","11,615","100,810"
2018-02-02,"33,065","16,400","33,445","11,715","14,760","9,630","113,635","101,620","11,135","10,055","4,795","5,940","11,025","11,520","100,825"
2018-02-05,"32,715","15,485","32,620","11,540","14,410","9,650","113,290","101,625","11,130","9,920","4,720","6,005","11,115","11,435","100,820"
2018-02-06,"32,250","15,685","30,650","10,935","13,705","9,325","113,635","101,675","11,065","10,025","4,610","6,095","11,140","11,425","100,825"
2018-02-07,"31,435","14,925","31,635","11,295","13,600","9,270","114,130","101,690","11,015","9,935","4,625","6,240","11,095","11,450","100,835"
2018-02-08,"31,700","15,710","31,680","11,370","13,835","9,105","113,980","101,670","11,055","9,790","4,490","6,180","11,105","11,445","100,855"
2018-02-09,"30,860","15,195","30,865","11,040","13,560","8,630","113,675","101,660","11,020","9,835","4,395","6,345","11,150","11,400","100,845"
2018-02-12,"31,205","15,125","31,235","10,995","13,655","8,755","113,400","101,620","11,015","9,885","4,335","6,275","11,080","11,475","100,850"
2018-02-13,"31,445","14,750","31,385","11,060","13,455","8,840","113,620","101,665","11,050","9,910","4,325","6,225","11,080","11,480","100,870"
2018-02-14,"31,855","15,230","31,625","11,070","13,375","8,800","113,895","101,740","11,035","9,955","4,310","6,155","11,005","11,560","100,875"
2018-02-19,"32,020","15,875","32,535","11,365","13,975","9,035","113,485","101,665","11,075","10,070","4,530","6,125","10,905","11,650","100,875"
2018-02-20,"31,650","15,495","32,330","11,160","13,870","9,050","113,610","101,655","11,115","10,000","4,520","6,210","10,965","11,590","100,885"
2018-02-21,"31,815","15,795","32,145","11,210","13,925","9,110","113,710","101,695","11,100","9,900","4,460","6,165","10,995","11,560","100,885"
2018-02-22,"31,605","15,675","31,890","11,180","13,770","9,185","113,600","101,705","11,115","9,850","4,440","6,205","11,080","11,485","100,895"
2018-02-23,"32,100","15,770","32,295","11,300","13,800","9,230","113,610","101,750","11,095","9,880","4,565","6,115","11,020","11,535","100,910"
2018-02-26,"32,155","15,835","32,615","11,385","14,045","9,300","113,840","101,785","11,120","9,990","4,650","6,110","10,970","11,590","100,915"
2018-02-27,"32,055","15,800","32,905","11,370","14,210","9,195","114,065","101,820","11,085","9,955","4,640","6,125","10,955","11,600","100,925"
2018-02-28,"31,690","15,475","32,495","11,235","13,985","9,185","114,185","101,790","11,130","9,825","4,570","6,190","11,070","11,475","100,930"
2018-03-02,"31,245","15,560","31,720","11,165","13,450","9,110","114,320","101,815","11,095","9,825","4,450","6,275","11,045","11,505","100,935"
2018-03-05,"30,835","15,330","31,675","10,945","13,265","9,125","114,105","101,745","11,080","9,900","4,460","6,360","11,065","11,490","100,940"
2018-03-06,"31,455","15,650","32,240","11,060","13,575","9,170","114,205","101,730","11,040","9,865","4,555","6,225","11,000","11,555","100,940"
2018-03-07,"31,495","15,225","31,850","10,910","13,495","9,130","114,285","101,160","11,115","9,925","4,510","6,235","10,935","11,630","100,950"
2018-03-08,"31,815","15,530","32,275","11,130","13,550","9,175","114,345","101,185","11,075","9,865","4,470","6,155","10,940","11,640","100,950"
2018-03-09,"32,180","15,695","32,455","11,220","13,550","9,185","114,350","101,170","11,065","9,795","4,400","6,105","10,935","11,625","100,955"
2018-03-12,"32,465","16,120","33,135","11,250","13,870","9,240","114,180","101,150","11,110","9,860","4,520","6,035","10,890","11,680","100,960"
2018-03-13,"32,615","16,100","32,970","11,280","13,970","9,235","114,050","101,180","11,080","9,810","4,465","6,010","10,915","11,655","100,965"
2018-03-14,"32,590","16,105","32,735","11,150","13,835","9,160","114,410","101,220","11,080","9,855","4,445","6,015","10,885","11,675","100,965"
2018-03-15,"32,705","16,145","32,605","11,170","13,855","9,200","114,540","101,275","11,105","9,880","4,465","5,995","10,895","11,665","100,980"
2018-03-16,"32,645","16,200","32,560","11,200","13,780","9,175","114,535","101,250","11,075","9,790","4,470","6,010","10,905","11,660","100,990"
2018-03-19,"32,410","15,915","32,470","11,200","13,645","9,205","114,435","101,280","11,085","9,745","4,525","6,060","10,960","11,605","100,985"
2018-03-20,"32,565","16,215","32,230","11,135","13,585","9,185","114,410","101,245","11,085","9,800","4,565","6,030","10,930","11,630","100,995"
2018-03-21,"32,570","16,075","32,195","11,255","13,585","9,215","114,500","101,250","11,080","9,785","4,635","6,025","10,960","11,605","100,990"
2018-03-22,"32,695","15,750","32,170","11,115","13,720","9,100","114,625","101,345","11,060","9,880","4,750","6,005","10,960","11,600","101,010"
2018-03-23,"31,605","14,805","31,020","10,755","13,110","8,700","115,155","101,405","11,070","9,990","4,745","6,210","11,045","11,500","101,015"
2018-03-26,"31,880","15,415","30,960","10,945","13,090","8,785","114,970","101,360","11,080","10,020","4,780","6,155","11,040","11,520","101,025"
2018-03-27,"32,015","15,385","31,570","10,915","13,520","8,890","114,950","101,380","11,070","10,055","4,775","6,130","10,945","11,625","101,020"
2018-03-28,"31,620","15,220","30,905","10,800","13,265","8,745","115,405","101,420","11,050","9,985","4,710","6,210","10,945","11,620","101,035"
2018-03-29,"31,880","15,655","30,845","10,890","13,445","8,765","115,320","101,430","11,040","9,870","4,705","6,150","10,905","11,655","101,050"
2018-03-30,"31,960","15,640","31,235","11,070","13,630","8,845","115,500","101,440","11,065","9,945","4,685","6,135","10,890","11,685","101,055"
2018-04-02,"31,885","15,485","31,150","10,935","13,640","8,765","115,350","101,460","11,125","9,900","4,740","6,160","10,815","11,750","101,055"
2018-04-03,"31,820","15,645","30,515","10,895","13,570","8,645","115,315","101,515","11,095","9,960","4,615","6,170","10,790","11,785","101,065"
2018-04-04,"31,330","15,510","30,785","10,890","13,540","8,615","115,405","101,590","11,040","9,930","4,605","6,275","10,840","11,725","101,075"
2018-04-05,"31,765","15,620","31,380","11,010","13,825","8,660","115,530","101,595","11,095","9,875","4,645","6,175","10,855","11,725","101,095"
2018-04-06,"31,610","15,610","31,165","11,100","13,720","8,665","115,675","101,640","11,160","9,870","4,610","6,210","10,945","11,625","101,105"
2018-04-09,"31,830","15,795","31,025","11,130","13,875","8,745","115,625","101,620","11,165","9,905","4,565","6,170","10,925","11,645","101,115"
2018-04-10,"31,860","15,775","31,375","11,400","13,905","8,725","115,600","101,605","11,110","9,910","4,685","6,160","10,925","11,650","101,120"
2018-04-11,"31,760","15,805","31,190","11,240","13,890","8,880","115,805","101,665","11,105","10,010","4,755","6,185","10,920","11,655","101,125"
2018-04-12,"31,755","15,600","31,255","11,195","13,785","8,875","115,950","101,695","11,175","10,025","4,895","6,185","10,950","11,615","101,140"
2018-04-13,"31,965","15,780","31,490","11,300","13,860","8,855","115,850","101,720","11,135","9,945","4,865","6,145","10,955","11,610","101,140"
2018-04-16,"31,990","15,815","31,525","11,335","13,895","8,695","115,630","101,670","11,150","9,990","4,860","6,140","10,995","11,565","101,150"
2018-04-17,"31,945","15,810","31,860","11,350","13,955","8,600","115,560","101,690","11,165","9,980","4,850","6,145","10,930","11,640","101,155"
2018-04-18,"32,300","15,665","32,030","11,400","14,090","8,495","115,415","101,685","11,180","9,975","4,890","6,075","10,950","11,625","101,155"
2018-04-19,"32,480","15,410","32,035","11,385","14,115","8,590","115,315","101,685","11,160","10,030","5,005","6,050","10,880","11,705","101,175"
2018-04-20,"32,265","15,445","31,825","11,365","14,135","8,530","115,295","101,695","11,180","9,990","4,965","6,095","10,935","11,640","101,185"
2018-04-23,"32,245","15,155","31,635","11,480","14,115","8,485","114,885","101,645","11,160","9,920","4,965","6,090","10,950","11,620","101,180"
2018-04-24,"32,065","14,960","31,595","11,520","14,245","8,620","114,870","101,635","11,110","9,835","5,045","6,130","11,025","11,535","101,185"
2018-04-25,"31,860","14,955","31,110","11,390","14,130","8,650","114,535","101,620","11,145","9,850","4,935","6,165","11,070","11,490","101,195"
2018-04-26,"32,260","15,155","31,240","11,460","14,180","8,555","114,530","101,640","11,115","9,800","4,980","6,085","11,075","11,485","101,200"
2018-04-27,"32,090","15,305","31,575","11,490","14,330","8,500","115,000","101,730","11,115","9,785","4,955","6,030","11,040","11,535","101,215"
2018-04-30,"32,300","15,025","31,650","11,535","14,290","8,495","115,015","101,710","11,155","9,765","4,945","6,000","10,955","11,630","101,225"
2018-05-02,"32,070","14,875","31,365","11,570","14,290","8,475","114,645","101,650","11,145","9,695","4,915","6,035","11,035","11,535","101,240"
2018-05-03,"31,960","14,745","31,085","11,690","14,270","8,535","114,640","101,645","11,150","9,715","4,935","6,060","11,035","11,530","101,250"
2018-05-04,"31,705","14,360","31,075","11,585","14,360","8,510","114,510","101,620","11,130","9,745","4,975","6,110","11,040","11,520","101,255"
2018-05-08,"31,560","13,750","31,540","11,740","14,355","8,670","114,305","101,505","11,150","9,745","5,105","6,140","11,045","11,540","101,250"
2018-05-09,"31,455","14,315","31,585","11,715","14,300","8,730","114,325","101,580","11,125","9,720","5,145","6,150","11,080","11,485","101,250"
2018-05-10,"31,670","14,270","31,940","11,810","14,370","8,715","114,475","101,635","11,165","9,750","5,220","6,115","11,010","11,565","101,270"
2018-05-11,"31,865","14,470","32,100","11,805","14,480","8,690","114,400","101,650","11,170","9,800","5,205","6,075","10,970","11,605","101,275"
2018-05-14,"31,800","14,100","32,395","11,765","14,575","8,780","114,280","101,595","11,160","9,800","5,145","6,090","10,955","11,630","101,270"
2018-05-15,"31,510","14,310","32,185","11,780","14,570","8,785","114,140","101,620","11,150","9,735","5,185","6,145","11,015","11,565","101,275"
2018-05-16,"31,610","14,255","32,035","11,705","14,440","8,765","114,230","101,635","11,150","9,600","5,185","6,120","11,055","11,515","101,285"
2018-05-17,"31,495","14,400","32,165","11,800","14,520","8,725","114,375","101,760","11,140","9,530","5,240","6,170","11,085","11,475","101,300"
2018-05-18,"31,595","14,650","32,175","11,780","14,565","8,760","114,330","101,810","11,135","9,565","5,230","6,135","11,060","11,510","101,315"
2018-05-21,"31,645","14,610","32,255","11,805","14,655","8,875","114,530","101,840","11,185","9,525","5,250","6,135","11,130","11,440","101,325"
2018-05-23,"31,860","14,580","32,190","11,790","14,410","8,740","114,700","101,860","11,170","9,560","5,260","6,090","11,080","11,490","101,325"
2018-05-24,"31,760","14,785","32,245","11,735","14,280","8,680","115,045","101,990","11,145","9,575","5,230","6,115","11,080","11,495","101,345"
2018-05-25,"31,810","14,920","32,330","11,670","14,340","8,610","115,145","101,990","11,220","9,660","5,155","6,095","11,060","11,515","101,345"
2018-05-28,"31,945","14,970","32,280","11,650","14,275","8,610","115,045","101,960","11,190","9,610","4,855","6,065","11,025","11,560","101,350"
2018-05-29,"31,650","14,650","32,115","11,455","14,275","8,545","115,275","101,995","11,145","9,590","4,875","6,130","11,050","11,530","101,355"
2018-05-30,"30,975","14,880","31,925","11,310","14,015","8,455","115,455","102,030","11,140","9,610","4,875","6,260","11,090","11,485","101,360"
2018-05-31,"31,100","14,940","32,175","11,380","14,190","8,490","115,420","102,040","11,155","9,645","4,965","6,230","11,060","11,525","101,370"
2018-06-01,"31,290","15,000","32,075","11,305","14,170","8,420","115,380","102,060","11,185","9,600","4,890","6,190","11,040","11,535","101,375"
2018-06-04,"31,455","14,785","32,400","11,425","14,290","8,505","115,200","102,020","11,165","9,540","4,820","6,155","11,005","11,570","101,390"
2018-06-05,"31,525","14,770","32,465","11,465","14,410","8,570","115,080","102,010","11,175","9,565","4,765","6,140","11,000","11,590","101,400"
2018-06-07,"31,800","15,000","32,850","11,520","14,555","8,575","114,955","101,640","11,155","9,585","4,760","6,095","10,980","11,610","101,415"
2018-06-08,"31,490","14,775","32,700","11,330","14,515","8,480","114,915","101,670","11,175","9,570","4,800","6,150","11,045","11,530","101,420"
2018-06-11,"31,765","14,760","32,875","11,395","14,575","8,470","115,070","101,710","11,210","9,620","4,800","6,100","11,045","11,545","101,420"
2018-06-12,"31,725","14,820","32,950","11,560","14,550","8,555","115,135","101,695","11,185","9,610","4,830","6,110","11,065","11,520","101,430"
2018-06-14,"31,145","14,580","32,800","11,475","14,540","8,515","115,275","101,695","11,215","9,645","4,850","6,220","11,125","11,460","101,440"
2018-06-15,"30,990","14,700","32,920","11,655","14,615","8,530","115,565","101,755","11,295","9,590","4,875","6,255","11,265","11,300","101,435"
2018-06-18,"30,620","14,255","32,770","11,555","14,510","8,530","115,840","101,805","11,235","9,480","4,660","6,320","11,350","11,225","101,445"
2018-06-19,"30,225","13,815","32,480","11,335","14,185","8,280","116,055","101,850","11,205","9,465","4,745","6,415","11,390","11,175","101,445"
2018-06-20,"30,440","14,345","32,775","11,425","14,425","8,275","116,215","101,840","11,210","9,430","4,760","6,355","11,350","11,215","101,450"
2018-06-21,"30,180","13,980","32,825","11,405","14,520","8,210","116,300","101,890","11,230","9,345","4,770","6,425","11,420","11,150","101,460"
2018-06-22,"30,410","14,175","32,615","11,280","14,365","8,185","116,340","101,910","11,205","9,390","4,840","6,365","11,380","11,185","101,465"
2018-06-25,"30,395","14,290","32,465","11,320","14,280","8,145","116,315","101,925","11,275","9,360","4,995","6,365","11,475","11,075","101,470"
2018-06-26,"30,360","14,225","32,230","11,215","14,300","8,010","116,325","101,930","11,220","9,350","4,985","6,375","11,460","11,115","101,475"
2018-06-27,"30,250","14,125","32,170","11,220","14,250","7,825","116,625","101,980","11,215","9,290","5,175","6,400","11,485","11,070","101,480"
2018-06-28,"29,980","13,805","32,025","11,195","14,260","7,730","116,905","102,010","11,215","9,260","5,290","6,460","11,550","11,020","101,500"
2018-06-29,"30,045","14,050","32,230","11,240","14,285","7,835","116,820","101,990","11,165","9,250","5,340","6,445","11,470","11,110","101,500"
2018-07-02,"29,375","13,480","31,995","11,145","13,975","7,645","117,105","102,070","11,240","9,225","5,355","6,585","11,515","11,055","101,505"
2018-07-03,"29,415","13,680","32,260","11,080","13,945","7,515","116,830","102,050","11,230","9,170","5,455","6,575","11,510","11,035","101,510"
2018-07-04,"29,330","13,725","32,110","11,255","13,900","7,540","116,925","102,085","11,235","9,290","5,425","6,590","11,470","11,105","101,530"
2018-07-05,"29,260","13,760","32,105","11,270","13,800","7,490","117,125","102,175","11,195","9,290","5,365","6,615","11,510","11,050","101,545"
2018-07-06,"29,470","14,100","32,420","11,455","13,950","7,555","116,970","102,165","11,180","9,290","5,350","6,565","11,480","11,075","101,550"
2018-07-09,"29,690","14,110","32,775","11,525","14,135","7,675","116,850","102,170","11,205","9,330","5,400","6,520","11,440","11,145","101,555"
2018-07-10,"29,730","14,080","32,970","11,525","14,230","7,760","116,920","102,195","11,210","9,285","5,450","6,515","11,490","11,095","101,560"
2018-07-11,"29,560","13,725","32,795","11,415","14,085","7,595","117,170","102,280","11,200","9,230","5,415","6,545","11,525","11,030","101,570"
2018-07-12,"29,650","13,990","32,915","11,410","14,230","7,850","117,215","102,245","11,185","9,190","5,235","6,525","11,590","10,985","101,580"
2018-07-13,"29,945","14,140","33,175","11,445","14,505","7,910","117,050","102,215","11,215","9,205","5,210","6,455","11,555","11,020","101,580"
2018-07-16,"29,855","14,080","33,160","11,460","14,505","7,845","117,160","102,265","11,225","9,185","5,220","6,485","11,620","10,970","101,585"
2018-07-17,"29,820","13,885","33,030","11,410","14,530","7,770","117,115","102,265","11,200","9,175","5,045","6,485","11,570","11,010","101,595"
2018-07-18,"29,750","13,745","33,255","11,420","14,645","7,770","117,225","102,270","11,210","9,025","5,025","6,505","11,650","10,930","101,595"
2018-07-19,"29,670","13,520","33,260","11,610","14,625","7,745","117,200","102,290","11,210","9,035","5,085","6,520","11,655","10,925","101,615"
2018-07-20,"29,815","13,395","33,130","11,480","14,590","7,820","117,320","102,325","11,255","9,020","5,135","6,490","11,670","10,910","101,620"
2018-07-23,"29,575","12,670","33,105","11,400","14,390","7,840","117,300","102,350","11,260","9,080","5,115","6,535","11,650","10,950","101,625"
2018-07-24,"29,665","12,705","33,325","11,465","14,390","7,970","116,910","102,310","11,330","9,000","5,090","6,525","11,685","10,900","101,630"
2018-07-25,"29,610","12,390","33,310","11,500","14,525","7,990","117,050","102,310","11,330","9,055","5,170","6,530","11,595","10,995","101,635"
2018-07-26,"29,810","12,745","33,540","11,570","14,405","7,900","117,050","102,380","11,295","9,075","5,220","6,500","11,530","11,030","101,650"
2018-07-27,"29,900","12,800","33,635","11,630","14,535","7,820","116,965","102,320","11,310","9,020","5,230","6,470","11,510","11,085","101,650"
2018-07-30,"29,765","12,580","33,170","11,595","14,480","7,745","116,965","102,315","11,320","9,000","5,185","6,495","11,540","11,050","101,650"
2018-07-31,"29,805","12,790","33,200","11,610","14,475","7,775","117,150","102,330","11,280","9,010","5,240","6,480","11,520","11,065","101,655"
2018-08-01,"29,910","13,170","33,365","11,710","14,595","7,695","116,810","102,330","11,280","9,005","5,140","6,455","11,545","11,040","101,660"
2018-08-02,"29,375","12,905","33,175","11,580","14,440","7,500","116,895","102,360","11,285","8,990","5,110","6,570","11,590","10,990","101,680"
2018-08-03,"29,605","13,065","33,470","11,590","14,400","7,425","117,000","102,385","11,340","8,895","5,180","6,520","11,620","10,975","101,685"
2018-08-06,"29,560","12,855","33,620","11,555","14,420","7,295","116,970","102,445","11,340","8,945","5,190","6,525","11,580","11,010","101,695"
2018-08-07,"29,760","12,995","33,760","11,615","14,425","7,400","117,195","102,505","11,295","8,910","5,220","6,490","11,580","11,015","101,695"
2018-08-08,"29,765","12,950","33,815","11,645","14,540","7,360","117,150","102,535","11,310","8,940","5,210","6,490","11,535","11,055","101,705"
2018-08-09,"29,750","13,115","33,815","11,575","14,520","7,535","117,460","102,620","11,320","8,960","5,085","6,490","11,510","11,080","101,725"
2018-08-10,"29,425","13,035","33,635","11,540","14,315","7,545","117,700","102,670","11,360","8,900","5,055","6,565","11,630","10,955","101,725"
2018-08-13,"29,035","12,535","33,485","11,375","13,955","7,540","117,765","102,690","11,295","8,910","5,105","6,645","11,685","10,910","101,735"
2018-08-14,"29,165","12,655","33,555","11,345","14,250","7,475","117,610","102,690","11,305","8,790","5,110","6,620","11,625","10,940","101,740"
2018-08-16,"28,880","12,655","33,485","11,220","14,225","7,300","117,940","102,655","11,380","8,660","4,945","6,680","11,650","10,955","101,755"
2018-08-17,"28,890","12,905","33,665","11,330","14,300","7,200","118,345","102,770","11,315","8,660","4,960","6,680","11,605","11,005","101,760"
2018-08-20,"28,915","12,820","33,770","11,250","14,250","7,185","118,495","102,810","11,350","8,730","4,990","6,675","11,580","11,015","101,770"
2018-08-21,"29,230","13,240","33,835","11,305","14,255","7,385","118,945","103,050","11,345","8,815","5,005","6,605","11,535","11,060","101,785"
2018-08-22,"29,335","13,130","33,745","11,285","14,235","7,350","118,945","102,975","11,325","8,790","5,040","6,585","11,535","11,045","101,780"
2018-08-23,"29,455","13,255","33,865","11,320","14,320","7,385","118,755","102,955","11,320","8,785","5,190","6,555","11,565","11,040","101,800"
2018-08-24,"29,570","13,465","33,865","11,325","14,385","7,350","118,840","102,965","11,325","8,755","5,235","6,530","11,540","11,060","101,800"
2018-08-27,"29,720","13,600","34,120","11,430","14,605","7,570","119,095","102,970","11,380","8,885","5,230","6,495","11,490","11,100","101,810"
2018-08-28,"29,740","13,460","34,305","11,520","14,620","7,530","119,205","102,915","11,350","8,905","5,240","6,490","11,445","11,135","101,810"
2018-08-29,"29,825","13,585","34,340","11,445","14,580","7,480","119,225","103,010","11,360","8,865","5,230","6,470","11,440","11,155","101,820"
2018-08-30,"29,840","13,595","34,460","11,475","14,665","7,425","119,160","102,965","11,370","8,840","5,320","6,475","11,435","11,145","101,820"
2018-08-31,"29,960","13,905","34,340","11,395","14,590","7,420","119,495","103,075","11,370","8,865","5,365","6,445","11,480","11,105","101,835"
2018-09-03,"29,785","13,910","34,360","11,225","14,565","7,330","119,700","103,075","11,355","8,840","5,315","6,485","11,455","11,090","101,850"
2018-09-04,"29,915","14,125","34,430","11,230","14,580","7,445","119,785","103,130","11,330","8,805","5,360","6,450","11,505","11,110","101,860"
2018-09-05,"29,530","13,915","34,225","11,140","14,530","7,380","119,895","103,145","11,365","8,775","5,285","6,545","11,570","11,050","101,865"
2018-09-06,"29,485","13,790","34,090","10,970","14,330","7,290","120,400","102,625","11,340","8,810","5,235","6,560","11,595","11,000","101,875"
2018-09-07,"29,320","13,830","34,080","10,965","14,335","7,285","120,130","102,590","11,340","8,840","5,200","6,580","11,585","10,990","101,875"
2018-09-10,"29,385","13,805","34,080","10,935","14,395","7,230","120,200","102,595","11,365","8,780","5,225","6,585","11,645","10,950","101,880"
2018-09-11,"29,290","13,925","34,140","11,025","14,450","7,140","120,150","102,580","11,350","8,805","5,190","6,590","11,605","10,990","101,885"
2018-09-12,"29,260","14,120","34,220","10,975","14,505","7,145","120,105","102,635","11,360","8,780","5,340","6,590","11,645","10,945","101,890"
2018-09-13,"29,300","14,185","34,155","10,995","14,645","7,160","120,215","102,585","11,355","8,850","5,335","6,590","11,585","11,015","101,895"
2018-09-14,"29,765","14,365","34,405","11,065","14,805","7,205","119,805","102,455","11,355","8,860","5,265","6,485","11,525","11,060","101,895"
2018-09-17,"29,530","14,310","34,315","11,075","14,825","7,115","119,565","102,495","11,410","8,805","5,280","6,530","11,625","10,955","101,895"
2018-09-18,"29,660","14,395","34,200","11,030","15,040","7,255","119,285","102,470","11,385","8,790","5,240","6,500","11,585","11,005","101,890"
2018-09-19,"29,685","14,360","34,400","11,115","15,230","7,350","119,240","102,370","11,385","8,825","5,345","6,505","11,565","11,020","101,895"
2018-09-20,"29,965","14,215","34,410","11,160","15,200","7,370","118,850","102,300","11,405","8,860","5,460","6,445","11,565","11,045","101,925"
2018-09-21,"30,085","14,310","34,710","11,285","15,320","7,560","118,825","102,375","11,415","8,895","5,385","6,415","11,520","11,075","101,915"
2018-09-27,"30,315","14,435","34,365","11,375","15,330","7,525","119,255","102,440","11,440","8,790","5,535","6,370","11,490","11,095","101,930"
2018-09-28,"30,125","14,250","34,420","11,400","15,590","7,505","119,420","102,420","11,405","8,685","5,535","6,405","11,465","11,150","101,925"
2018-10-01,"30,120","14,200","34,660","11,290","15,655","7,530","119,260","102,420","11,430","8,740","5,630","6,410","11,480","11,110","101,935"
2018-10-02,"29,755","13,620","34,540","11,265","15,680","7,445","119,105","102,460","11,420","8,775","5,790","6,490","11,550","11,035","101,940"
2018-10-04,"29,295","13,565","34,415","11,220","15,450","7,330","118,700","102,340","11,425","8,805","5,820","6,595","11,655","10,935","101,955"
2018-10-05,"29,250","13,285","34,400","11,170","15,355","7,290","118,545","102,335","11,425","8,825","5,755","6,600","11,660","10,930","101,955"
2018-10-08,"29,105","13,120","34,180","11,085","15,245","7,350","118,455","102,310","11,410","8,795","5,660","6,630","11,700","10,905","101,960"
2018-10-10,"28,915","12,935","34,075","11,040","15,130","7,260","118,800","102,340","11,365","8,745","5,745","6,675","11,715","10,905","101,970"
2018-10-11,"27,720","12,375","32,605","10,640","14,600","7,015","119,230","102,505","11,325","8,785","5,520","6,940","11,810","10,800","101,980"
2018-10-12,"27,990","12,865","32,800","10,735","14,530","7,015","119,045","102,445","11,325","8,940","5,510","6,880","11,665","10,905","101,990"
2018-10-15,"27,835","12,480","32,500","10,610","14,255","6,955","119,130","102,465","11,430","9,000","5,495","6,930","11,720","10,890","101,985"
2018-10-16,"27,760","12,730","32,545","10,695","14,500","6,850","119,340","102,465","11,420","9,005","5,490","6,950","11,655","10,950","101,985"
2018-10-17,"28,120","12,860","33,275","10,825","14,725","6,875","119,675","102,530","11,415","8,980","5,520","6,850","11,630","10,950","101,985"
2018-10-18,"27,870","12,620","33,055","10,735","14,635","6,750","120,060","102,635","11,355","8,965","5,355","6,915","11,715","10,895","102,010"
2018-10-19,"27,980","12,875","32,865","10,685","14,545","6,920","119,815","102,625","11,380","9,005","5,275","6,890","11,690","10,915","102,015"
2018-10-22,"28,035","12,995","32,750","10,725","14,600","7,170","119,595","102,575","11,410","9,015","5,335","6,875","11,665","10,935","102,015"
2018-10-23,"27,385","12,525","32,175","10,440","14,105","7,005","119,935","102,655","11,350","9,025","5,295","7,075","11,745","10,865","102,020"
2018-10-24,"27,245","12,175","32,315","10,445","14,190","7,020","120,100","102,610","11,360","9,045","5,115","7,100","11,700","10,925","102,025"
2018-10-25,"26,810","12,035","31,580","10,380","13,595","7,025","120,565","102,700","11,350","9,105","5,085","7,205","11,760","10,850","102,040"
2018-10-26,"26,385","11,650","31,565","10,285","13,515","6,980","120,785","102,685","11,320","9,080","5,100","7,325","11,800","10,805","102,040"
2018-10-29,"26,170","11,325","31,435","10,395","13,550","6,805","121,220","102,820","11,290","9,055","5,150","7,380","11,795","10,855","102,035"
2018-10-30,"26,270","11,520","31,365","10,490","13,840","6,910","121,070","102,745","11,315","9,000","5,155","7,325","11,765","10,825","102,055"
2018-10-31,"26,390","11,315","31,810","10,535","14,115","6,960","120,655","102,720","11,265","8,945","5,105","7,300","11,790","10,840","102,060"
2018-11-01,"26,280","11,350","31,985","10,615","13,990","6,990","120,685","102,655","11,270","8,970","4,990","7,335","11,775","10,855","102,080"
2018-11-02,"27,275","11,995","32,580","10,705","14,335","7,230","120,350","102,565","11,305","9,055","4,900","7,060","11,605","11,000","102,085"
2018-11-05,"26,975","12,035","32,085","10,650","14,000","7,170","120,380","102,650","11,335","9,050","4,825","7,115","11,620","10,985","102,085"
2018-11-06,"27,165","11,980","32,335","10,665","14,225","7,085","120,350","102,665","11,280","9,010","4,825","7,075","11,620","10,985","102,100"
